Population,Categorized Job Title,Take Home Income
210606.0,Data Scientist,47267.182
210606.0,Data Scientist,47535.044
121465.0,Data Scientist,47267.182
121465.0,Data Scientist,47535.044
81516.0,Data Engineer,166734.0
57159.0,Data Analyst,10234.0
51618.0,Data Scientist,6234.0
956122.3107947805,Data Scientist,14234.0
300431.0,Data Scientist,88374.35399999999
956122.3107947805,Other,25734.0
192648.0,Data Engineer,62948.344000000005
956122.3107947805,Other,18234.0
569330.0,Data Scientist,18106.492000000006
67139.0,Data Scientist,42734.0
2696555.0,Data Engineer,69195.734
2696555.0,Data Scientist,74195.734
956122.3107947805,Data Scientist,50734.0
49931.0,Data Scientist,66175.398
8467513.0,Data Analyst,16019.519999999997
376971.0,Data Scientist,6142.216
1288457.0,Data Scientist,34807.99
116674.0,Data Analyst,22734.0
956122.3107947805,Other,71234.0
117090.0,Data Engineer,46234.0
2696555.0,Data Scientist,49195.734000000004
102200.0,Data Analyst,54234.0
956122.3107947805,Data Scientist,43234.0
137571.0,Data Analyst,45172.856
654776.0,Data Scientist,113259.28400000001
64251.0,Data Scientist,130734.0
58622.0,Data Scientist,103734.0
956122.3107947805,Data Analyst,9234.0
654776.0,Data Scientist,25759.284000000007
815201.0,Data Analyst,656.9239999999991
125963.0,Data Analyst,17621.88
983489.0,Data Scientist,105108.48999999999
79588.0,Data Scientist,68734.0
956122.3107947805,Data Analyst,20734.0
956122.3107947805,Data Scientist,53984.068
956122.3107947805,Data Engineer,68734.0
117090.0,Data Scientist,48234.0
956122.3107947805,Data Scientist,48948.344000000005
8467513.0,Other,65519.52
956122.3107947805,Data Scientist,106734.0
956122.3107947805,Data Engineer,49695.734000000004
2696555.0,Data Engineer,61695.734000000004
956122.3107947805,Data Analyst,23234.0
641162.0,Data Scientist,53259.420000000006
641162.0,Data Scientist,51920.11
68313.0,Data Scientist,53259.420000000006
68313.0,Data Scientist,51920.11
425336.0,Data Analyst,35667.636
956122.3107947805,Data Scientist,-22766.0
964177.0,Data Scientist,42708.444
269196.0,Data Scientist,81925.33
58357.0,Data Scientist,81925.33
64251.0,Data Scientist,124734.0
189692.0,Data Analyst,57333.41
487300.0,Data Scientist,16950.886
956122.3107947805,Data Scientist,3734.0
670050.0,Data Analyst,4042.534000000007
964177.0,Data Engineer,52208.444
308935.0,Data Scientist,59142.216
815201.0,Data Scientist,82156.924
469124.0,Data Scientist,63848.798
117090.0,Data Scientist,23734.0
108420.0,Other,49234.0
956122.3107947805,Data Scientist,45734.0
956122.3107947805,Data Scientist,104734.0
956122.3107947805,Data Scientist,116734.0
956122.3107947805,Data Engineer,33234.0
433823.0,Data Scientist,69734.0
1381611.0,Data Scientist,99381.70800000001
60769.0,Data Analyst,13234.0
654776.0,Data Scientist,89259.28400000001
62947.0,Data Analyst,39234.0
956122.3107947805,Data Analyst,25234.0
815201.0,Data Scientist,40656.924
956122.3107947805,Data Scientist,57734.0
815201.0,Data Scientist,156656.924
956122.3107947805,Data Engineer,62734.0
956122.3107947805,Data Scientist,60234.0
956122.3107947805,Data Engineer,39234.0
654776.0,Data Scientist,110759.28400000001
956122.3107947805,Other,18234.0
8467513.0,Data Scientist,98019.51999999999
86947.0,Data Scientist,51734.0
956122.3107947805,Data Analyst,19734.0
169724.0,Data Analyst,27517.25
169724.0,Data Analyst,20246.71
169724.0,Data Analyst,27823.377999999997
169724.0,Data Analyst,27517.25
154789.0,Data Analyst,27517.25
154789.0,Data Analyst,20246.71
154789.0,Data Analyst,27823.377999999997
154789.0,Data Analyst,27517.25
113394.0,Data Analyst,27517.25
113394.0,Data Analyst,20246.71
113394.0,Data Analyst,27823.377999999997
113394.0,Data Analyst,27517.25
62256.0,Data Analyst,27517.25
62256.0,Data Analyst,20246.71
62256.0,Data Analyst,27823.377999999997
62256.0,Data Analyst,27517.25
58763.0,Data Analyst,27517.25
58763.0,Data Analyst,20246.71
58763.0,Data Analyst,27823.377999999997
58763.0,Data Analyst,27517.25
300431.0,Data Scientist,84374.35399999999
8467513.0,Data Scientist,79019.51999999999
106633.0,Data Scientist,61234.0
632464.0,Data Scientist,60336.087999999996
670050.0,Data Scientist,55042.53400000001
105401.0,Data Scientist,109734.0
956122.3107947805,Data Scientist,103734.0
66680.0,Data Scientist,130734.0
1624569.0,Other,84588.562
216963.0,Data Analyst,24063.142
216963.0,Data Analyst,24101.407999999996
1381611.0,Other,381.708000000006
2288250.0,Data Engineer,38841.172
956122.3107947805,Data Scientist,100734.0
117090.0,Data Engineer,64234.0
137541.0,Data Scientist,26137.131999999998
137541.0,Data Scientist,25333.546000000002
126853.0,Data Scientist,26137.131999999998
126853.0,Data Scientist,25333.546000000002
205918.0,Data Scientist,103182.888
64251.0,Data Scientist,86734.0
169724.0,Data Analyst,47517.25
169724.0,Data Analyst,40246.71
169724.0,Data Analyst,47823.378
169724.0,Data Analyst,47517.25
154789.0,Data Analyst,47517.25
154789.0,Data Analyst,40246.71
154789.0,Data Analyst,47823.378
154789.0,Data Analyst,47517.25
113394.0,Data Analyst,47517.25
113394.0,Data Analyst,40246.71
113394.0,Data Analyst,47823.378
113394.0,Data Analyst,47517.25
62256.0,Data Analyst,47517.25
62256.0,Data Analyst,40246.71
62256.0,Data Analyst,47823.378
62256.0,Data Analyst,47517.25
58763.0,Data Analyst,47517.25
58763.0,Data Analyst,40246.71
58763.0,Data Analyst,47823.378
58763.0,Data Analyst,47517.25
2696555.0,Data Scientist,94695.734
670050.0,Data Analyst,31042.534000000007
956122.3107947805,Data Engineer,53734.0
117090.0,Data Scientist,82734.0
815201.0,Data Engineer,94156.924
1451853.0,Other,24527.417999999998
815201.0,Other,19156.924
956122.3107947805,Data Engineer,55984.068
117090.0,Data Scientist,76234.0
152258.0,Data Scientist,82734.0
1288457.0,Data Scientist,72307.98999999999
87453.0,Data Scientist,53234.0
97840.0,Data Analyst,38088.698000000004
121771.0,Data Engineer,36213.664000000004
121771.0,Data Engineer,36558.058
70835.0,Data Engineer,36213.664000000004
70835.0,Data Engineer,36558.058
61929.0,Data Scientist,38234.0
169724.0,Data Engineer,58517.25
169724.0,Data Engineer,51246.71
169724.0,Data Engineer,58823.378
169724.0,Data Engineer,58517.25
154789.0,Data Engineer,58517.25
154789.0,Data Engineer,51246.71
154789.0,Data Engineer,58823.378
154789.0,Data Engineer,58517.25
113394.0,Data Engineer,58517.25
113394.0,Data Engineer,51246.71
113394.0,Data Engineer,58823.378
113394.0,Data Engineer,58517.25
62256.0,Data Engineer,58517.25
62256.0,Data Engineer,51246.71
62256.0,Data Engineer,58823.378
62256.0,Data Engineer,58517.25
58763.0,Data Engineer,58517.25
58763.0,Data Engineer,51246.71
58763.0,Data Engineer,58823.378
58763.0,Data Engineer,58517.25
200478.0,Data Scientist,99976.306
392786.0,Data Engineer,43734.0
210606.0,Data Scientist,47267.182
210606.0,Data Scientist,47535.044
121465.0,Data Scientist,47267.182
121465.0,Data Scientist,47535.044
117090.0,Data Scientist,96234.0
815201.0,Data Scientist,96156.924
117286.0,Data Analyst,5734.0
956122.3107947805,Data Engineer,55234.0
956122.3107947805,Data Engineer,70734.0
964177.0,Data Engineer,108708.444
670050.0,Data Engineer,19542.534000000007
879709.0,Data Scientist,87037.586
983489.0,Data Engineer,47608.48999999999
956122.3107947805,Data Analyst,10734.0
210606.0,Data Scientist,47267.182
210606.0,Data Scientist,47535.044
121465.0,Data Scientist,47267.182
121465.0,Data Scientist,47535.044
154706.0,Data Analyst,38014.708
654776.0,Other,50259.28400000001
73288.0,Data Scientist,68734.0
956122.3107947805,Data Scientist,74234.0
815201.0,Data Engineer,112656.924
2696555.0,Data Analyst,22695.734000000004
81516.0,Data Engineer,166734.0
60011.0,Data Scientist,70361.644
169724.0,Other,29517.25
169724.0,Other,22246.71
169724.0,Other,29823.377999999997
169724.0,Other,29517.25
154789.0,Other,29517.25
154789.0,Other,22246.71
154789.0,Other,29823.377999999997
154789.0,Other,29517.25
113394.0,Other,29517.25
113394.0,Other,22246.71
113394.0,Other,29823.377999999997
113394.0,Other,29517.25
62256.0,Other,29517.25
62256.0,Other,22246.71
62256.0,Other,29823.377999999997
62256.0,Other,29517.25
58763.0,Other,29517.25
58763.0,Other,22246.71
58763.0,Other,29823.377999999997
58763.0,Other,29517.25
120576.0,Other,22397.231999999996
137264.0,Data Engineer,56234.0
57159.0,Data Analyst,10234.0
956122.3107947805,Data Scientist,116234.0
51618.0,Data Scientist,6234.0
58388.0,Data Engineer,48734.0
956122.3107947805,Data Scientist,14234.0
8467513.0,Data Engineer,15519.519999999997
124074.0,Data Scientist,70057.92199999999
107697.0,Data Scientist,70057.92199999999
117090.0,Data Engineer,116234.0
300431.0,Data Scientist,88374.35399999999
2696555.0,Data Scientist,90195.734
956122.3107947805,Data Scientist,26734.0
956122.3107947805,Other,25734.0
192648.0,Data Engineer,62948.344000000005
815201.0,Data Scientist,74156.924
8467513.0,Data Scientist,88019.51999999999
711463.0,Data Engineer,56103.814
569330.0,Data Scientist,18106.492000000006
956122.3107947805,Data Scientist,101234.0
67139.0,Data Engineer,70734.0
2696555.0,Other,215695.734
64251.0,Data Scientist,34734.0
67139.0,Data Scientist,42734.0
956122.3107947805,Other,18234.0
250320.0,Data Scientist,64601.407999999996
956122.3107947805,Data Analyst,7234.0
956122.3107947805,Data Engineer,87984.068
2696555.0,Data Scientist,101695.734
137746.0,Data Engineer,39234.0
117090.0,Other,16734.0
250320.0,Data Scientist,82601.408
1381611.0,Data Scientist,18381.708000000006
815201.0,Other,-6843.076000000001
956122.3107947805,Data Scientist,31083.477999999996
61497.0,Data Scientist,41734.0
101119.0,Data Engineer,56593.782
117090.0,Data Scientist,81734.0
300431.0,Data Scientist,37874.354
181668.0,Data Scientist,52734.0
670050.0,Data Scientist,109042.53400000001
654776.0,Other,78759.28400000001
8467513.0,Data Scientist,118519.51999999999
107015.0,Data Analyst,25024.875999999997
105401.0,Data Scientist,141734.0
8467513.0,Data Analyst,16019.519999999997
285527.0,Data Engineer,74310.532
8467513.0,Data Analyst,38519.52
956122.3107947805,Data Engineer,16984.068
122989.0,Data Scientist,12734.0
654776.0,Other,11759.284000000007
279458.0,Data Engineer,61734.0
956122.3107947805,Data Engineer,46734.0
309154.0,Data Scientist,83198.276
2696555.0,Other,28195.734000000004
137541.0,Other,36137.132
137541.0,Other,35333.546
126853.0,Other,36137.132
126853.0,Other,35333.546
964177.0,Data Engineer,97708.444
654776.0,Data Scientist,56759.28400000001
117090.0,Data Scientist,82234.0
67139.0,Data Scientist,42734.0
60011.0,Data Scientist,70361.644
2696555.0,Data Engineer,69195.734
815201.0,Data Engineer,93656.924
73288.0,Data Engineer,30234.0
956122.3107947805,Data Scientist,72234.0
194917.0,Data Scientist,47823.378
111666.0,Data Scientist,47823.378
2696555.0,Data Scientist,91695.734
212031.0,Data Engineer,80410.07800000001
61929.0,Data Scientist,42234.0
136467.0,Data Analyst,9287.654000000002
117090.0,Data Scientist,101734.0
117090.0,Data Scientist,81734.0
1576251.0,Data Analyst,26932.956
815201.0,Data Engineer,26156.924
733919.0,Data Scientist,71320.564
487300.0,Data Scientist,15950.885999999999
956122.3107947805,Data Analyst,-10804.265999999996
2696555.0,Other,156195.734
1451853.0,Other,36027.418
964177.0,Data Scientist,64708.444
250320.0,Data Scientist,39101.407999999996
216963.0,Data Engineer,27563.142
216963.0,Data Engineer,27601.407999999996
285527.0,Data Scientist,27310.532
956122.3107947805,Other,123234.0
956122.3107947805,Data Analyst,34234.0
815201.0,Data Engineer,70656.924
815201.0,Data Engineer,68156.924
8467513.0,Data Scientist,25519.519999999997
250320.0,Data Scientist,45601.407999999996
562599.0,Data Scientist,39950.886
956122.3107947805,Data Scientist,105234.0
169724.0,Data Scientist,67517.25
169724.0,Data Scientist,60246.71
169724.0,Data Scientist,67823.378
169724.0,Data Scientist,67517.25
154789.0,Data Scientist,67517.25
154789.0,Data Scientist,60246.71
154789.0,Data Scientist,67823.378
154789.0,Data Scientist,67517.25
113394.0,Data Scientist,67517.25
113394.0,Data Scientist,60246.71
113394.0,Data Scientist,67823.378
113394.0,Data Scientist,67517.25
62256.0,Data Scientist,67517.25
62256.0,Data Scientist,60246.71
62256.0,Data Scientist,67823.378
62256.0,Data Scientist,67517.25
58763.0,Data Scientist,67517.25
58763.0,Data Scientist,60246.71
58763.0,Data Scientist,67823.378
58763.0,Data Scientist,67517.25
169724.0,Data Engineer,58517.25
169724.0,Data Engineer,51246.71
169724.0,Data Engineer,58823.378
169724.0,Data Engineer,58517.25
154789.0,Data Engineer,58517.25
154789.0,Data Engineer,51246.71
154789.0,Data Engineer,58823.378
154789.0,Data Engineer,58517.25
113394.0,Data Engineer,58517.25
113394.0,Data Engineer,51246.71
113394.0,Data Engineer,58823.378
113394.0,Data Engineer,58517.25
62256.0,Data Engineer,58517.25
62256.0,Data Engineer,51246.71
62256.0,Data Engineer,58823.378
62256.0,Data Engineer,58517.25
58763.0,Data Engineer,58517.25
58763.0,Data Engineer,51246.71
58763.0,Data Engineer,58823.378
58763.0,Data Engineer,58517.25
61929.0,Data Scientist,38234.0
200478.0,Data Scientist,99976.306
283927.0,Data Scientist,78234.0
815201.0,Data Scientist,164156.924
815201.0,Data Scientist,52156.924
392786.0,Data Engineer,43734.0
210606.0,Data Scientist,47267.182
210606.0,Data Scientist,47535.044
121465.0,Data Scientist,47267.182
121465.0,Data Scientist,47535.044
956122.3107947805,Data Scientist,114734.0
66680.0,Data Scientist,88734.0
88255.0,Data Scientist,47234.0
956122.3107947805,Data Scientist,38234.0
8467513.0,Data Scientist,79019.51999999999
956122.3107947805,Data Engineer,53234.0
117090.0,Data Scientist,96234.0
815201.0,Data Scientist,96156.924
956122.3107947805,Data Engineer,55234.0
117286.0,Data Analyst,5734.0
964177.0,Data Engineer,108708.444
670050.0,Data Engineer,19542.534000000007
956122.3107947805,Data Engineer,70734.0
81516.0,Data Engineer,138734.0
392786.0,Data Scientist,68734.0
127151.0,Data Scientist,116234.0
127151.0,Data Scientist,75234.0
879709.0,Data Scientist,87037.586
956122.3107947805,Data Scientist,105234.0
815201.0,Data Scientist,45156.924
169724.0,Data Scientist,68017.25
169724.0,Data Scientist,60746.71
169724.0,Data Scientist,68323.378
169724.0,Data Scientist,68017.25
154789.0,Data Scientist,68017.25
154789.0,Data Scientist,60746.71
154789.0,Data Scientist,68323.378
154789.0,Data Scientist,68017.25
113394.0,Data Scientist,68017.25
113394.0,Data Scientist,60746.71
113394.0,Data Scientist,68323.378
113394.0,Data Scientist,68017.25
62256.0,Data Scientist,68017.25
62256.0,Data Scientist,60746.71
62256.0,Data Scientist,68323.378
62256.0,Data Scientist,68017.25
58763.0,Data Scientist,68017.25
58763.0,Data Scientist,60746.71
58763.0,Data Scientist,68323.378
58763.0,Data Scientist,68017.25
8467513.0,Data Analyst,24019.519999999997
8467513.0,Data Scientist,31519.519999999997
8467513.0,Data Scientist,61519.52
983489.0,Data Engineer,47608.48999999999
956122.3107947805,Data Scientist,101234.0
8467513.0,Data Scientist,96519.51999999999
8467513.0,Data Scientist,38019.52
956122.3107947805,Data Scientist,62234.0
8467513.0,Data Scientist,98019.51999999999
8467513.0,Data Engineer,61519.52
956122.3107947805,Data Analyst,10734.0
64015.0,Data Scientist,55734.0
8467513.0,Data Scientist,74519.51999999999
210606.0,Data Scientist,47267.182
210606.0,Data Scientist,47535.044
121465.0,Data Scientist,47267.182
121465.0,Data Scientist,47535.044
154706.0,Data Analyst,38014.708
59864.0,Data Engineer,30677.804000000004
654776.0,Other,50259.28400000001
815201.0,Data Engineer,112656.924
1381611.0,Data Scientist,57381.708000000006
149440.0,Data Scientist,146234.0
63737.0,Data Scientist,146234.0
8467513.0,Data Scientist,116019.51999999999
2696555.0,Data Analyst,22695.734000000004
81516.0,Data Engineer,166734.0
8467513.0,Data Analyst,10519.519999999997
60011.0,Data Scientist,70361.644
120576.0,Other,22397.231999999996
169724.0,Other,29517.25
169724.0,Other,22246.71
169724.0,Other,29823.377999999997
169724.0,Other,29517.25
154789.0,Other,29517.25
154789.0,Other,22246.71
154789.0,Other,29823.377999999997
154789.0,Other,29517.25
113394.0,Other,29517.25
113394.0,Other,22246.71
113394.0,Other,29823.377999999997
113394.0,Other,29517.25
62256.0,Other,29517.25
62256.0,Other,22246.71
62256.0,Other,29823.377999999997
62256.0,Other,29517.25
58763.0,Other,29517.25
58763.0,Other,22246.71
58763.0,Other,29823.377999999997
58763.0,Other,29517.25
8467513.0,Data Analyst,17019.519999999997
137264.0,Data Engineer,56234.0
8467513.0,Data Scientist,26519.519999999997
956122.3107947805,Data Engineer,48734.0
69101.0,Data Scientist,101734.0
956122.3107947805,Data Scientist,47734.0
66680.0,Data Scientist,78234.0
956122.3107947805,Data Scientist,116234.0
58388.0,Data Engineer,48734.0
57159.0,Data Analyst,10234.0
2288250.0,Data Engineer,43341.172
51618.0,Data Scientist,6234.0
956122.3107947805,Data Scientist,14234.0
983489.0,Data Scientist,106608.48999999999
1624569.0,Data Engineer,28588.562000000005
8467513.0,Data Scientist,123019.51999999999
654776.0,Data Scientist,63759.28400000001
69101.0,Data Scientist,56734.0
956122.3107947805,Data Scientist,31234.0
8467513.0,Data Engineer,15519.519999999997
124074.0,Data Scientist,70057.92199999999
107697.0,Data Scientist,70057.92199999999
8467513.0,Data Scientist,48519.52
117090.0,Data Engineer,116234.0
300431.0,Data Scientist,88374.35399999999
8467513.0,Data Scientist,46019.52
2696555.0,Data Scientist,90195.734
815201.0,Data Scientist,125656.924
8467513.0,Data Scientist,55519.52
956122.3107947805,Data Scientist,26734.0
879709.0,Data Engineer,48037.585999999996
200478.0,Data Analyst,9476.305999999997
51824.0,Data Engineer,74734.0
117090.0,Data Scientist,52234.0
3849297.0,Data Scientist,99198.004
71674.0,Data Analyst,85234.0
8467513.0,Data Analyst,-1980.4800000000032
956122.3107947805,Other,25734.0
983489.0,Data Engineer,95608.48999999999
8467513.0,Data Scientist,88019.51999999999
192648.0,Data Engineer,62948.344000000005
956122.3107947805,Data Scientist,76734.0
123436.0,Data Scientist,95234.0
711463.0,Data Engineer,56103.814
569330.0,Data Scientist,18106.492000000006
85469.0,Data Engineer,70734.0
67139.0,Data Engineer,70734.0
956122.3107947805,Data Scientist,101234.0
2696555.0,Other,215695.734
8467513.0,Data Engineer,76019.51999999999
117090.0,Other,68234.0
64251.0,Data Scientist,34734.0
67139.0,Data Scientist,42734.0
956122.3107947805,Other,18234.0
250320.0,Data Scientist,64601.407999999996
956122.3107947805,Data Analyst,7234.0
205918.0,Data Analyst,10682.887999999999
956122.3107947805,Data Engineer,87984.068
387050.0,Data Analyst,-1301.724000000002
8467513.0,Data Analyst,4519.519999999997
2696555.0,Data Scientist,101695.734
137746.0,Data Engineer,39234.0
117090.0,Other,16734.0
250320.0,Data Scientist,82601.408
1381611.0,Data Scientist,18381.708000000006
956122.3107947805,Data Scientist,31083.477999999996
815201.0,Other,-6843.076000000001
61497.0,Data Scientist,41734.0
496461.0,Data Scientist,41119.202000000005
81516.0,Data Scientist,129734.0
101119.0,Data Engineer,56593.782
117090.0,Data Scientist,81734.0
815201.0,Data Analyst,70156.924
956122.3107947805,Other,73234.0
654776.0,Other,17759.284000000007
117090.0,Data Scientist,46234.0
956122.3107947805,Data Engineer,64195.734000000004
300431.0,Data Scientist,37874.354
956122.3107947805,Data Scientist,55234.0
125944.0,Other,89654.926
200478.0,Data Analyst,31476.305999999997
